MAC_ID,longtitude and latitude,Date,OS
8711," 43.078381,-87.877818", Tue Oct 30 2018 19:35:28,Apple
9351," 43.080588,-87.883430", Tue Oct 30 2018 11:47:28,Apple
223," 43.075930,-87.880472", Tue Oct 30 2018 07:18:28,Android
260," 43.076408,-87.879010", Tue Oct 30 2018 11:38:28,Android
13171," 43.079234,-87.881226", Tue Oct 30 2018 08:38:28,Apple
10713," 43.081653,-87.879816", Tue Oct 30 2018 18:48:28,Apple
14864," 43.079662,-87.880881", Tue Oct 30 2018 11:04:28,Apple
11398," 43.076793,-87.885003", Tue Oct 30 2018 18:32:28,Apple
2159," 43.081306,-87.881157", Tue Oct 30 2018 07:32:28,Android
12443," 43.075264,-87.884884", Tue Oct 30 2018 18:30:28,Apple
7627," 43.076242,-87.879283", Tue Oct 30 2018 07:44:28,Android
7644," 43.080224,-87.881082", Tue Oct 30 2018 11:52:28,Android
9657," 43.075360,-87.881375", Tue Oct 30 2018 07:56:28,Apple
1319," 43.076628,-87.885011", Tue Oct 30 2018 15:55:28,Android
2755," 43.075945,-87.880834", Tue Oct 30 2018 07:38:28,Android
4138," 43.075162,-87.878932", Tue Oct 30 2018 20:54:28,Android
9120," 43.077660,-87.881984", Tue Oct 30 2018 16:26:28,Apple
10534," 43.078685,-87.879530", Tue Oct 30 2018 08:27:28,Apple
6016," 43.081140,-87.882311", Tue Oct 30 2018 09:20:28,Android
1358," 43.080574,-87.878378", Tue Oct 30 2018 20:57:28,Android
3862," 43.079441,-87.881017", Tue Oct 30 2018 14:29:28,Android
10684," 43.075356,-87.881535", Tue Oct 30 2018 12:50:28,Apple
14260," 43.078995,-87.880108", Tue Oct 30 2018 11:34:28,Apple
5835," 43.075098,-87.879312", Tue Oct 30 2018 17:09:28,Android
13204," 43.080374,-87.882877", Tue Oct 30 2018 20:44:28,Apple
10135," 43.081545,-87.881584", Tue Oct 30 2018 13:07:28,Apple
11562," 43.075863,-87.884637", Tue Oct 30 2018 08:27:28,Apple
11641," 43.075025,-87.882693", Tue Oct 30 2018 08:21:28,Apple
7202," 43.078670,-87.881670", Tue Oct 30 2018 18:46:28,Android
8741," 43.078506,-87.880757", Tue Oct 30 2018 19:07:28,Apple
6817," 43.076263,-87.883030", Tue Oct 30 2018 18:48:28,Android
10988," 43.081181,-87.880408", Tue Oct 30 2018 19:05:28,Apple
9611," 43.080730,-87.879857", Tue Oct 30 2018 17:34:28,Apple
7909," 43.077374,-87.882160", Tue Oct 30 2018 15:11:28,Android
12786," 43.075489,-87.878046", Tue Oct 30 2018 11:09:28,Apple
9511," 43.077855,-87.879136", Tue Oct 30 2018 18:11:28,Apple
4531," 43.076287,-87.881924", Tue Oct 30 2018 10:55:28,Android
5572," 43.076612,-87.882929", Tue Oct 30 2018 10:57:28,Android
2434," 43.077678,-87.881663", Tue Oct 30 2018 11:23:28,Android
2355," 43.080207,-87.881692", Tue Oct 30 2018 08:35:28,Android
109," 43.076293,-87.883609", Tue Oct 30 2018 15:24:28,Android
3032," 43.080975,-87.882526", Tue Oct 30 2018 14:55:28,Android
5341," 43.080076,-87.877850", Tue Oct 30 2018 17:13:28,Android
9512," 43.078675,-87.879367", Tue Oct 30 2018 16:21:28,Apple
368," 43.077814,-87.884016", Tue Oct 30 2018 14:09:28,Android
3693," 43.080094,-87.879274", Tue Oct 30 2018 09:57:28,Android
3061," 43.075713,-87.878448", Tue Oct 30 2018 09:19:28,Android
4920," 43.076626,-87.882485", Tue Oct 30 2018 07:43:28,Android
7986," 43.077961,-87.881792", Tue Oct 30 2018 09:59:28,Android
12176," 43.078236,-87.879738", Tue Oct 30 2018 10:37:28,Apple
14394," 43.080881,-87.877796", Tue Oct 30 2018 08:08:28,Apple
2229," 43.075218,-87.883490", Tue Oct 30 2018 11:11:28,Android
7165," 43.075457,-87.879427", Tue Oct 30 2018 19:33:28,Android
5815," 43.078128,-87.884823", Tue Oct 30 2018 15:55:28,Android
13959," 43.076321,-87.880126", Tue Oct 30 2018 14:55:28,Apple
11988," 43.080532,-87.882613", Tue Oct 30 2018 20:11:28,Apple
6036," 43.074839,-87.881032", Tue Oct 30 2018 12:07:28,Android
10990," 43.080944,-87.881872", Tue Oct 30 2018 18:08:28,Apple
12534," 43.075992,-87.877814", Tue Oct 30 2018 11:39:28,Apple
10789," 43.080390,-87.881465", Tue Oct 30 2018 19:27:28,Apple
11198," 43.074831,-87.879221", Tue Oct 30 2018 19:19:28,Apple
14842," 43.081051,-87.880419", Tue Oct 30 2018 14:38:28,Apple
5609," 43.081026,-87.884180", Tue Oct 30 2018 16:54:28,Android
3252," 43.075434,-87.881013", Tue Oct 30 2018 11:04:28,Android
9638," 43.080104,-87.878890", Tue Oct 30 2018 12:43:28,Apple
1899," 43.075680,-87.881230", Tue Oct 30 2018 14:32:28,Android
14692," 43.080910,-87.881813", Tue Oct 30 2018 19:05:28,Apple
11604," 43.076707,-87.880261", Tue Oct 30 2018 15:56:28,Apple
11769," 43.079598,-87.877847", Tue Oct 30 2018 09:59:28,Apple
5129," 43.081719,-87.882803", Tue Oct 30 2018 10:33:28,Android
7849," 43.081725,-87.878569", Tue Oct 30 2018 12:26:28,Android
14817," 43.078158,-87.882901", Tue Oct 30 2018 07:59:28,Apple
5699," 43.075867,-87.878147", Tue Oct 30 2018 08:36:28,Android
235," 43.081328,-87.883699", Tue Oct 30 2018 12:55:28,Android
2766," 43.078528,-87.884464", Tue Oct 30 2018 13:32:28,Android
6699," 43.075769,-87.880705", Tue Oct 30 2018 14:37:28,Android
14102," 43.075350,-87.882675", Tue Oct 30 2018 12:08:28,Apple
10573," 43.075095,-87.878375", Tue Oct 30 2018 19:49:28,Apple
14748," 43.081505,-87.884288", Tue Oct 30 2018 12:45:28,Apple
6725," 43.077454,-87.881821", Tue Oct 30 2018 16:51:28,Android
13742," 43.081743,-87.880720", Tue Oct 30 2018 09:30:28,Apple
705," 43.078093,-87.882049", Tue Oct 30 2018 16:35:28,Android
6986," 43.079839,-87.880700", Tue Oct 30 2018 07:27:28,Android
3499," 43.079483,-87.881566", Tue Oct 30 2018 10:13:28,Android
12268," 43.080978,-87.878374", Tue Oct 30 2018 17:29:28,Apple
6433," 43.076644,-87.882811", Tue Oct 30 2018 16:17:28,Android
3925," 43.081319,-87.880160", Tue Oct 30 2018 19:16:28,Android
6574," 43.081418,-87.879985", Tue Oct 30 2018 11:04:28,Android
4507," 43.076923,-87.879668", Tue Oct 30 2018 15:38:28,Android
10264," 43.080295,-87.884842", Tue Oct 30 2018 17:35:28,Apple
2183," 43.081619,-87.880886", Tue Oct 30 2018 20:58:28,Android
775," 43.081182,-87.885037", Tue Oct 30 2018 14:27:28,Android
7698," 43.076090,-87.881383", Tue Oct 30 2018 20:29:28,Android
14715," 43.079010,-87.883354", Tue Oct 30 2018 16:57:28,Apple
2323," 43.079350,-87.878206", Tue Oct 30 2018 16:33:28,Android
5385," 43.076899,-87.879227", Tue Oct 30 2018 13:08:28,Android
7803," 43.079927,-87.878300", Tue Oct 30 2018 10:03:28,Android
289," 43.075572,-87.882624", Tue Oct 30 2018 07:41:28,Android
11528," 43.080929,-87.879906", Tue Oct 30 2018 17:31:28,Apple
10067," 43.076451,-87.879121", Tue Oct 30 2018 16:56:28,Apple
8599," 43.077868,-87.879855", Tue Oct 30 2018 11:27:28,Apple
5186," 43.080512,-87.878477", Tue Oct 30 2018 11:59:28,Android
9728," 43.075899,-87.877960", Tue Oct 30 2018 13:28:28,Apple
7813," 43.077150,-87.879943", Tue Oct 30 2018 11:16:28,Android
2621," 43.077351,-87.880422", Tue Oct 30 2018 15:23:28,Android
14898," 43.080481,-87.882357", Tue Oct 30 2018 10:43:28,Apple
6422," 43.080167,-87.879899", Tue Oct 30 2018 20:51:28,Android
12555," 43.077199,-87.882329", Tue Oct 30 2018 11:29:28,Apple
3162," 43.079053,-87.882090", Tue Oct 30 2018 09:38:28,Android
3754," 43.075868,-87.882608", Tue Oct 30 2018 10:07:28,Android
1064," 43.080724,-87.882388", Tue Oct 30 2018 20:37:28,Android
10879," 43.075019,-87.884142", Tue Oct 30 2018 08:51:28,Apple
11958," 43.077734,-87.884671", Tue Oct 30 2018 09:17:28,Apple
6379," 43.074826,-87.883623", Tue Oct 30 2018 17:26:28,Android
11295," 43.077953,-87.884718", Tue Oct 30 2018 18:07:28,Apple
7271," 43.081071,-87.879020", Tue Oct 30 2018 15:45:28,Android
10374," 43.079161,-87.879438", Tue Oct 30 2018 19:19:28,Apple
12843," 43.077062,-87.883979", Tue Oct 30 2018 14:14:28,Apple
3002," 43.078078,-87.882448", Tue Oct 30 2018 17:15:28,Android
12275," 43.076983,-87.884474", Tue Oct 30 2018 16:39:28,Apple
9672," 43.078725,-87.879786", Tue Oct 30 2018 11:20:28,Apple
4938," 43.080830,-87.884846", Tue Oct 30 2018 17:19:28,Android
8713," 43.079182,-87.878834", Tue Oct 30 2018 15:29:28,Apple
9034," 43.076341,-87.878761", Tue Oct 30 2018 18:34:28,Apple
3024," 43.075177,-87.878034", Tue Oct 30 2018 08:42:28,Android
14821," 43.077832,-87.883539", Tue Oct 30 2018 10:36:28,Apple
3391," 43.080143,-87.883665", Tue Oct 30 2018 11:29:28,Android
7955," 43.081210,-87.880050", Tue Oct 30 2018 20:34:28,Android
11384," 43.077801,-87.881093", Tue Oct 30 2018 18:11:28,Apple
5011," 43.078936,-87.883839", Tue Oct 30 2018 09:01:28,Android
2612," 43.079385,-87.881109", Tue Oct 30 2018 14:16:28,Android
8077," 43.079383,-87.882950", Tue Oct 30 2018 07:42:28,Android
7429," 43.075573,-87.877982", Tue Oct 30 2018 09:17:28,Android
2052," 43.079765,-87.878572", Tue Oct 30 2018 12:12:28,Android
534," 43.075028,-87.879350", Tue Oct 30 2018 11:39:28,Android
10527," 43.081430,-87.883508", Tue Oct 30 2018 16:40:28,Apple
9760," 43.077050,-87.883960", Tue Oct 30 2018 19:29:28,Apple
12682," 43.076500,-87.884069", Tue Oct 30 2018 07:01:28,Apple
8652," 43.078774,-87.881103", Tue Oct 30 2018 15:44:28,Apple
7372," 43.081618,-87.879518", Tue Oct 30 2018 14:04:28,Android
7408," 43.076293,-87.882241", Tue Oct 30 2018 12:12:28,Android
3254," 43.078343,-87.881659", Tue Oct 30 2018 14:53:28,Android
10060," 43.076028,-87.880184", Tue Oct 30 2018 07:37:28,Apple
8927," 43.077793,-87.884674", Tue Oct 30 2018 12:04:28,Apple
11937," 43.076410,-87.880900", Tue Oct 30 2018 13:35:28,Apple
13100," 43.078862,-87.883733", Tue Oct 30 2018 07:12:28,Apple
6418," 43.080235,-87.879298", Tue Oct 30 2018 09:20:28,Android
665," 43.080095,-87.883318", Tue Oct 30 2018 12:04:28,Android
14756," 43.081004,-87.885020", Tue Oct 30 2018 18:23:28,Apple
435," 43.078629,-87.884614", Tue Oct 30 2018 09:16:28,Android
3311," 43.077351,-87.883150", Tue Oct 30 2018 15:44:28,Android
14481," 43.076816,-87.880026", Tue Oct 30 2018 18:20:28,Apple
4471," 43.080327,-87.882854", Tue Oct 30 2018 09:12:28,Android
12770," 43.077660,-87.881097", Tue Oct 30 2018 18:17:28,Apple
9407," 43.076893,-87.879025", Tue Oct 30 2018 10:09:28,Apple
13898," 43.079239,-87.883242", Tue Oct 30 2018 15:01:28,Apple
13183," 43.080667,-87.884133", Tue Oct 30 2018 11:55:28,Apple
11379," 43.077378,-87.879210", Tue Oct 30 2018 18:46:28,Apple
5662," 43.081027,-87.883357", Tue Oct 30 2018 15:15:28,Android
9743," 43.077245,-87.881518", Tue Oct 30 2018 10:36:28,Apple
5466," 43.079207,-87.884981", Tue Oct 30 2018 10:26:28,Android
8870," 43.079933,-87.878189", Tue Oct 30 2018 09:07:28,Apple
11619," 43.078457,-87.879931", Tue Oct 30 2018 13:34:28,Apple
8629," 43.079675,-87.881122", Tue Oct 30 2018 16:03:28,Apple
11691," 43.081540,-87.878160", Tue Oct 30 2018 16:43:28,Apple
2126," 43.080846,-87.884836", Tue Oct 30 2018 07:47:28,Android
8778," 43.075780,-87.879324", Tue Oct 30 2018 18:11:28,Apple
486," 43.076031,-87.882247", Tue Oct 30 2018 10:35:28,Android
2332," 43.081339,-87.879906", Tue Oct 30 2018 14:40:28,Android
10755," 43.079234,-87.882207", Tue Oct 30 2018 15:08:28,Apple
7319," 43.077934,-87.883954", Tue Oct 30 2018 08:15:28,Android
2618," 43.081409,-87.880087", Tue Oct 30 2018 16:53:28,Android
7981," 43.081077,-87.882293", Tue Oct 30 2018 18:51:28,Android
12722," 43.077945,-87.878994", Tue Oct 30 2018 10:17:28,Apple
7370," 43.076356,-87.880367", Tue Oct 30 2018 20:39:28,Android
7316," 43.081787,-87.878895", Tue Oct 30 2018 15:12:28,Android
2926," 43.078754,-87.880919", Tue Oct 30 2018 09:40:28,Android
8274," 43.079711,-87.879620", Tue Oct 30 2018 13:59:28,Apple
3722," 43.081436,-87.884700", Tue Oct 30 2018 18:31:28,Android
12988," 43.077664,-87.881359", Tue Oct 30 2018 08:43:28,Apple
2438," 43.080696,-87.878914", Tue Oct 30 2018 20:09:28,Android
12142," 43.075423,-87.883227", Tue Oct 30 2018 20:26:28,Apple
10422," 43.075004,-87.880184", Tue Oct 30 2018 11:30:28,Apple
1696," 43.079363,-87.884205", Tue Oct 30 2018 14:52:28,Android
6716," 43.075508,-87.884752", Tue Oct 30 2018 08:10:28,Android
2288," 43.075292,-87.880737", Tue Oct 30 2018 19:19:28,Android
10467," 43.080234,-87.881959", Tue Oct 30 2018 10:26:28,Apple
13235," 43.076503,-87.880629", Tue Oct 30 2018 20:23:28,Apple
12711," 43.078910,-87.880817", Tue Oct 30 2018 14:26:28,Apple
1804," 43.077470,-87.882577", Tue Oct 30 2018 16:49:28,Android
3006," 43.080151,-87.879316", Tue Oct 30 2018 10:42:28,Android
7005," 43.077921,-87.884609", Tue Oct 30 2018 08:41:28,Android
4718," 43.075301,-87.879302", Tue Oct 30 2018 18:54:28,Android
11854," 43.077702,-87.878732", Tue Oct 30 2018 19:29:28,Apple
12859," 43.079343,-87.880612", Tue Oct 30 2018 08:27:28,Apple
10532," 43.074870,-87.884603", Tue Oct 30 2018 16:17:28,Apple
467," 43.080357,-87.879836", Tue Oct 30 2018 18:19:28,Android
7762," 43.079613,-87.879395", Tue Oct 30 2018 15:25:28,Android
10959," 43.077870,-87.881321", Tue Oct 30 2018 07:40:28,Apple
8243," 43.080188,-87.878839", Tue Oct 30 2018 08:11:28,Android
6067," 43.078389,-87.882955", Tue Oct 30 2018 10:52:28,Android
755," 43.078109,-87.878303", Tue Oct 30 2018 11:38:28,Android
590," 43.075311,-87.883305", Tue Oct 30 2018 17:08:28,Android
6534," 43.076861,-87.882747", Tue Oct 30 2018 19:58:28,Android
360," 43.077716,-87.879887", Tue Oct 30 2018 10:20:28,Android
10197," 43.080231,-87.878597", Tue Oct 30 2018 10:32:28,Apple
3123," 43.076495,-87.877855", Tue Oct 30 2018 09:29:28,Android
5567," 43.079880,-87.877971", Tue Oct 30 2018 08:54:28,Android
1533," 43.081144,-87.884659", Tue Oct 30 2018 15:22:28,Android
9747," 43.079003,-87.878026", Tue Oct 30 2018 18:28:28,Apple
6647," 43.079702,-87.881051", Tue Oct 30 2018 18:16:28,Android
11974," 43.079388,-87.884358", Tue Oct 30 2018 16:30:28,Apple
7481," 43.081576,-87.881516", Tue Oct 30 2018 12:20:28,Android
12459," 43.076636,-87.882649", Tue Oct 30 2018 14:09:28,Apple
1376," 43.075093,-87.879299", Tue Oct 30 2018 07:13:28,Android
2107," 43.080710,-87.884999", Tue Oct 30 2018 19:06:28,Android
7755," 43.080617,-87.882594", Tue Oct 30 2018 08:10:28,Android
10525," 43.075077,-87.881309", Tue Oct 30 2018 11:29:28,Apple
10729," 43.077507,-87.881049", Tue Oct 30 2018 12:26:28,Apple
9296," 43.077725,-87.882186", Tue Oct 30 2018 14:05:28,Apple
8069," 43.079521,-87.882528", Tue Oct 30 2018 10:21:28,Android
9690," 43.075237,-87.882996", Tue Oct 30 2018 07:23:28,Apple
564," 43.074889,-87.879803", Tue Oct 30 2018 14:25:28,Android
12118," 43.080303,-87.881387", Tue Oct 30 2018 20:14:28,Apple
13524," 43.077242,-87.882840", Tue Oct 30 2018 08:28:28,Apple
2564," 43.076032,-87.881893", Tue Oct 30 2018 18:45:28,Android
7779," 43.078103,-87.880521", Tue Oct 30 2018 19:31:28,Android
7059," 43.081112,-87.882982", Tue Oct 30 2018 18:58:28,Android
8972," 43.075176,-87.880941", Tue Oct 30 2018 15:01:28,Apple
3814," 43.078273,-87.882929", Tue Oct 30 2018 07:57:28,Android
60," 43.076160,-87.877974", Tue Oct 30 2018 20:38:28,Android
11989," 43.081705,-87.885057", Tue Oct 30 2018 19:23:28,Apple
14313," 43.080384,-87.884239", Tue Oct 30 2018 17:29:28,Apple
12213," 43.079174,-87.880726", Tue Oct 30 2018 17:19:28,Apple
9173," 43.076599,-87.884689", Tue Oct 30 2018 20:38:28,Apple
13301," 43.079195,-87.881115", Tue Oct 30 2018 18:06:28,Apple
1001," 43.075094,-87.880019", Tue Oct 30 2018 13:57:28,Android
2360," 43.080872,-87.880027", Tue Oct 30 2018 15:27:28,Android
12713," 43.078489,-87.885096", Tue Oct 30 2018 20:33:28,Apple
1246," 43.080196,-87.879793", Tue Oct 30 2018 17:43:28,Android
14377," 43.080610,-87.883505", Tue Oct 30 2018 14:06:28,Apple
11850," 43.075817,-87.877825", Tue Oct 30 2018 19:33:28,Apple
12936," 43.080656,-87.882840", Tue Oct 30 2018 09:06:28,Apple
14721," 43.077025,-87.884692", Tue Oct 30 2018 20:56:28,Apple
5350," 43.075432,-87.880125", Tue Oct 30 2018 15:22:28,Android
6045," 43.080318,-87.884984", Tue Oct 30 2018 19:07:28,Android
10497," 43.075333,-87.878532", Tue Oct 30 2018 17:50:28,Apple
1273," 43.078277,-87.884016", Tue Oct 30 2018 14:28:28,Android
14556," 43.077594,-87.879783", Tue Oct 30 2018 07:15:28,Apple
5582," 43.078917,-87.878907", Tue Oct 30 2018 10:17:28,Android
3237," 43.078334,-87.880458", Tue Oct 30 2018 16:06:28,Android
1169," 43.078039,-87.880645", Tue Oct 30 2018 19:31:28,Android
13843," 43.080234,-87.884478", Tue Oct 30 2018 15:09:28,Apple
2986," 43.079527,-87.880684", Tue Oct 30 2018 08:42:28,Android
8396," 43.079123,-87.883761", Tue Oct 30 2018 08:50:28,Apple
14700," 43.076172,-87.884116", Tue Oct 30 2018 19:17:28,Apple
14165," 43.075462,-87.882790", Tue Oct 30 2018 19:57:28,Apple
1696," 43.078177,-87.882197", Tue Oct 30 2018 07:58:28,Android
12716," 43.076589,-87.882928", Tue Oct 30 2018 18:19:28,Apple
8202," 43.080557,-87.879204", Tue Oct 30 2018 15:12:28,Android
13388," 43.076871,-87.880472", Tue Oct 30 2018 12:38:28,Apple
4413," 43.078335,-87.878166", Tue Oct 30 2018 14:18:28,Android
7438," 43.081767,-87.883329", Tue Oct 30 2018 14:04:28,Android
8291," 43.080370,-87.880879", Tue Oct 30 2018 17:07:28,Apple
12131," 43.076565,-87.884741", Tue Oct 30 2018 08:07:28,Apple
4497," 43.078341,-87.878584", Tue Oct 30 2018 08:05:28,Android
4987," 43.078999,-87.884300", Tue Oct 30 2018 09:53:28,Android
232," 43.078023,-87.879205", Tue Oct 30 2018 15:05:28,Android
11394," 43.081735,-87.878823", Tue Oct 30 2018 11:16:28,Apple
5615," 43.075413,-87.881029", Tue Oct 30 2018 15:38:28,Android
9759," 43.080378,-87.884350", Tue Oct 30 2018 07:24:28,Apple
5444," 43.079991,-87.884520", Tue Oct 30 2018 16:01:28,Android
6667," 43.076499,-87.880141", Tue Oct 30 2018 12:43:28,Android
11646," 43.081532,-87.878785", Tue Oct 30 2018 16:28:28,Apple
14052," 43.074820,-87.879239", Tue Oct 30 2018 19:50:28,Apple
6439," 43.078455,-87.882101", Tue Oct 30 2018 18:25:28,Android
4897," 43.074755,-87.878765", Tue Oct 30 2018 08:49:28,Android
4313," 43.081269,-87.881243", Tue Oct 30 2018 08:13:28,Android
9233," 43.075668,-87.884486", Tue Oct 30 2018 14:15:28,Apple
8744," 43.075367,-87.880731", Tue Oct 30 2018 09:23:28,Apple
5446," 43.077846,-87.881241", Tue Oct 30 2018 18:23:28,Android
902," 43.080051,-87.878392", Tue Oct 30 2018 17:15:28,Android
1188," 43.077908,-87.879611", Tue Oct 30 2018 17:15:28,Android
5863," 43.076219,-87.882915", Tue Oct 30 2018 20:35:28,Android
9496," 43.080330,-87.882422", Tue Oct 30 2018 15:19:28,Apple
13990," 43.081670,-87.883421", Tue Oct 30 2018 12:25:28,Apple
9938," 43.076144,-87.880339", Tue Oct 30 2018 18:31:28,Apple
3882," 43.078727,-87.884654", Tue Oct 30 2018 12:22:28,Android
2312," 43.079678,-87.882668", Tue Oct 30 2018 10:27:28,Android
13874," 43.076643,-87.879459", Tue Oct 30 2018 09:11:28,Apple
12948," 43.078080,-87.878814", Tue Oct 30 2018 09:52:28,Apple
6220," 43.076820,-87.879139", Tue Oct 30 2018 18:55:28,Android
4143," 43.080108,-87.883695", Tue Oct 30 2018 19:51:28,Android
14471," 43.081740,-87.882466", Tue Oct 30 2018 12:49:28,Apple
5592," 43.080450,-87.883244", Tue Oct 30 2018 13:54:28,Android
6811," 43.075218,-87.883943", Tue Oct 30 2018 09:37:28,Android
10827," 43.078359,-87.879757", Tue Oct 30 2018 16:57:28,Apple
6945," 43.075433,-87.879369", Tue Oct 30 2018 15:21:28,Android
4769," 43.080526,-87.879702", Tue Oct 30 2018 18:53:28,Android
6019," 43.078807,-87.877982", Tue Oct 30 2018 18:44:28,Android
3526," 43.077043,-87.880461", Tue Oct 30 2018 07:13:28,Android
6907," 43.077595,-87.880430", Tue Oct 30 2018 09:48:28,Android
4605," 43.081419,-87.882131", Tue Oct 30 2018 19:29:28,Android
7161," 43.078387,-87.878961", Tue Oct 30 2018 12:58:28,Android
12830," 43.074885,-87.879719", Tue Oct 30 2018 13:02:28,Apple
2770," 43.080304,-87.883512", Tue Oct 30 2018 15:17:28,Android
3169," 43.078594,-87.878110", Tue Oct 30 2018 13:05:28,Android
6842," 43.078163,-87.879664", Tue Oct 30 2018 18:33:28,Android
12520," 43.078087,-87.881585", Tue Oct 30 2018 14:14:28,Apple
6349," 43.077429,-87.881854", Tue Oct 30 2018 08:52:28,Android
1054," 43.077294,-87.878259", Tue Oct 30 2018 20:31:28,Android
10046," 43.080240,-87.884895", Tue Oct 30 2018 11:05:28,Apple
6159," 43.075528,-87.879355", Tue Oct 30 2018 13:23:28,Android
146," 43.075116,-87.883671", Tue Oct 30 2018 17:53:28,Android
1029," 43.077261,-87.881376", Tue Oct 30 2018 18:23:28,Android
10380," 43.081424,-87.879887", Tue Oct 30 2018 19:14:28,Apple
10010," 43.081437,-87.884491", Tue Oct 30 2018 15:07:28,Apple
14798," 43.078212,-87.880446", Tue Oct 30 2018 12:05:28,Apple
4257," 43.076402,-87.880025", Tue Oct 30 2018 18:52:28,Android
13577," 43.078388,-87.884587", Tue Oct 30 2018 07:24:28,Apple
5786," 43.079932,-87.883105", Tue Oct 30 2018 17:14:28,Android
12727," 43.077444,-87.884997", Tue Oct 30 2018 14:43:28,Apple
4287," 43.075794,-87.885025", Tue Oct 30 2018 11:10:28,Android
14548," 43.081670,-87.879840", Tue Oct 30 2018 09:04:28,Apple
6402," 43.077201,-87.881573", Tue Oct 30 2018 17:08:28,Android
9834," 43.077954,-87.880310", Tue Oct 30 2018 17:18:28,Apple
13398," 43.079932,-87.880906", Tue Oct 30 2018 18:36:28,Apple
12092," 43.081035,-87.879285", Tue Oct 30 2018 10:24:28,Apple
12855," 43.074902,-87.880986", Tue Oct 30 2018 12:02:28,Apple
5754," 43.081750,-87.879237", Tue Oct 30 2018 15:08:28,Android
14094," 43.079282,-87.884224", Tue Oct 30 2018 09:35:28,Apple
11002," 43.078742,-87.878091", Tue Oct 30 2018 10:31:28,Apple
8198," 43.075570,-87.880431", Tue Oct 30 2018 10:04:28,Android
14268," 43.078270,-87.883331", Tue Oct 30 2018 17:03:28,Apple
4888," 43.079688,-87.878594", Tue Oct 30 2018 12:29:28,Android
9234," 43.077165,-87.881492", Tue Oct 30 2018 08:10:28,Apple
3357," 43.077591,-87.880875", Tue Oct 30 2018 08:59:28,Android
2753," 43.076041,-87.880421", Tue Oct 30 2018 15:30:28,Android
5862," 43.079624,-87.879306", Tue Oct 30 2018 20:43:28,Android
14343," 43.075927,-87.884768", Tue Oct 30 2018 09:44:28,Apple
8976," 43.075960,-87.884660", Tue Oct 30 2018 08:41:28,Apple
10210," 43.076579,-87.878623", Tue Oct 30 2018 14:29:28,Apple
4014," 43.081145,-87.882594", Tue Oct 30 2018 11:13:28,Android
4591," 43.081009,-87.881068", Tue Oct 30 2018 07:39:28,Android
7840," 43.076704,-87.881361", Tue Oct 30 2018 09:25:28,Android
2004," 43.081567,-87.884797", Tue Oct 30 2018 15:56:28,Android
9742," 43.077881,-87.884041", Tue Oct 30 2018 16:14:28,Apple
9538," 43.081692,-87.878702", Tue Oct 30 2018 17:35:28,Apple
14532," 43.078335,-87.881542", Tue Oct 30 2018 07:14:28,Apple
4495," 43.081096,-87.880211", Tue Oct 30 2018 11:08:28,Android
309," 43.075123,-87.882375", Tue Oct 30 2018 13:03:28,Android
7446," 43.075009,-87.878707", Tue Oct 30 2018 18:45:28,Android
7525," 43.080124,-87.879841", Tue Oct 30 2018 12:28:28,Android
11393," 43.076656,-87.883455", Tue Oct 30 2018 14:09:28,Apple
14149," 43.078844,-87.882416", Tue Oct 30 2018 20:58:28,Apple
14990," 43.081751,-87.882170", Tue Oct 30 2018 17:16:28,Apple
5077," 43.078103,-87.880072", Tue Oct 30 2018 20:09:28,Android
235," 43.076442,-87.878159", Tue Oct 30 2018 15:35:28,Android
3206," 43.076430,-87.881515", Tue Oct 30 2018 10:13:28,Android
6077," 43.076789,-87.883546", Tue Oct 30 2018 10:37:28,Android
503," 43.077039,-87.879049", Tue Oct 30 2018 20:49:28,Android
2469," 43.075303,-87.881378", Tue Oct 30 2018 17:31:28,Android
6272," 43.075785,-87.882299", Tue Oct 30 2018 17:07:28,Android
3056," 43.076304,-87.882058", Tue Oct 30 2018 12:10:28,Android
7966," 43.080556,-87.883314", Tue Oct 30 2018 11:52:28,Android
6242," 43.079897,-87.883182", Tue Oct 30 2018 16:35:28,Android
1430," 43.075054,-87.884673", Tue Oct 30 2018 17:26:28,Android
5826," 43.080523,-87.883383", Tue Oct 30 2018 17:47:28,Android
9529," 43.077858,-87.884267", Tue Oct 30 2018 08:53:28,Apple
765," 43.081722,-87.883884", Tue Oct 30 2018 13:49:28,Android
288," 43.081159,-87.878113", Tue Oct 30 2018 14:11:28,Android
7597," 43.075182,-87.878915", Tue Oct 30 2018 20:48:28,Android
9646," 43.079570,-87.883965", Tue Oct 30 2018 10:42:28,Apple
268," 43.079817,-87.879868", Tue Oct 30 2018 07:58:28,Android
8753," 43.079022,-87.883433", Tue Oct 30 2018 19:37:28,Apple
6526," 43.078056,-87.881576", Tue Oct 30 2018 14:51:28,Android
14896," 43.080860,-87.877922", Tue Oct 30 2018 15:34:28,Apple
4278," 43.076927,-87.883680", Tue Oct 30 2018 11:51:28,Android
11096," 43.074943,-87.884637", Tue Oct 30 2018 17:15:28,Apple
712," 43.075703,-87.878259", Tue Oct 30 2018 12:57:28,Android
4513," 43.075585,-87.881727", Tue Oct 30 2018 16:30:28,Android
2547," 43.080635,-87.879985", Tue Oct 30 2018 20:38:28,Android
2066," 43.080319,-87.879487", Tue Oct 30 2018 11:45:28,Android
2828," 43.075189,-87.883288", Tue Oct 30 2018 13:53:28,Android
